instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
367,2012-01-02,Springer,2012,1,Holiday,Mon,Holiday,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
368,2012-01-03,Springer,2012,1,Not Holiday,Tue,Working Day,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
369,2012-01-04,Springer,2012,1,Not Holiday,Wed,Working Day,Mist + Cloudy,4.4075,5.96685,41.4583,12.3749,95,2273,2368
370,2012-01-05,Springer,2012,1,Not Holiday,Thu,Working Day,Clear,10.899153,13.9206,52.416700000000006,8.709128999999999,140,3132,3272
371,2012-01-06,Springer,2012,1,Not Holiday,Fri,Working Day,Clear,13.700847,17.01335,54.2083,11.249836,307,3791,4098
372,2012-01-07,Springer,2012,1,Not Holiday,Sat,Holiday,Clear,16.126653,19.53895,53.1667,11.708786,1070,3451,4521
373,2012-01-08,Springer,2012,1,Not Holiday,Sun,Holiday,Clear,13.8375,17.012900000000002,46.5,12.833314,599,2826,3425
374,2012-01-09,Springer,2012,1,Not Holiday,Mon,Working Day,Mist + Cloudy,9.190847,12.37395,70.1667,6.6263000000000005,106,2270,2376
375,2012-01-10,Springer,2012,1,Not Holiday,Tue,Working Day,Clear,12.656536000000001,15.9413,64.65220000000001,12.565984,173,3425,3598
376,2012-01-11,Springer,2012,1,Not Holiday,Wed,Working Day,Mist + Cloudy,11.240847,14.14105,84.75,8.791807,92,2085,2177
377,2012-01-12,Springer,2012,1,Not Holiday,Thu,Working Day,Mist + Cloudy,15.682500000000001,19.0969,80.2917,12.124789,269,3828,4097
378,2012-01-13,Springer,2012,1,Not Holiday,Fri,Working Day,Clear,11.240847,12.4681,50.74999999999999,25.333236,174,3040,3214
379,2012-01-14,Springer,2012,1,Not Holiday,Sat,Holiday,Clear,7.38,9.15435,45.75,12.541260999999999,333,2160,2493
380,2012-01-15,Springer,2012,1,Not Holiday,Sun,Holiday,Clear,6.833347000000001,8.081249999999999,41.9167,16.834286,284,2027,2311
381,2012-01-16,Springer,2012,1,Holiday,Mon,Holiday,Clear,7.79,9.53315,52.25,15.500986000000001,217,2081,2298
382,2012-01-17,Springer,2012,1,Not Holiday,Tue,Working Day,Mist + Cloudy,15.294763,18.2139,71.6087,23.39171,127,2808,2935
383,2012-01-18,Springer,2012,1,Not Holiday,Wed,Working Day,Clear,12.436653000000002,13.7627,44.333299999999994,27.833743,109,3267,3376
384,2012-01-19,Springer,2012,1,Not Holiday,Thu,Working Day,Clear,7.79,9.501900000000001,49.75,14.750586,130,3162,3292
385,2012-01-20,Springer,2012,1,Not Holiday,Fri,Working Day,Mist + Cloudy,8.9175,11.047899999999998,45.0,13.58425,115,3048,3163
386,2012-01-21,Springer,2012,1,Not Holiday,Sat,Holiday,Mist + Cloudy,7.106653,8.74375,83.125,14.917014,67,1234,1301
387,2012-01-22,Springer,2012,1,Not Holiday,Sun,Holiday,Mist + Cloudy,6.6625000000000005,8.1125,79.625,13.375746000000001,196,1781,1977
388,2012-01-23,Springer,2012,1,Not Holiday,Mon,Working Day,Mist + Cloudy,8.951653,12.152899999999999,91.125,7.417436,145,2287,2432
389,2012-01-24,Springer,2012,1,Not Holiday,Tue,Working Day,Clear,14.0425,17.455399999999997,83.58330000000001,8.292389,439,3900,4339
390,2012-01-25,Springer,2012,1,Not Holiday,Wed,Working Day,Clear,12.060847,14.74105,64.375,10.791756999999999,467,3803,4270
391,2012-01-26,Springer,2012,1,Not Holiday,Thu,Working Day,Mist + Cloudy,14.008347,17.8025,76.95830000000001,4.9175186,244,3831,4075
392,2012-01-27,Springer,2012,1,Not Holiday,Fri,Working Day,Mist + Cloudy,17.425,20.76915,74.125,22.958689,269,3187,3456
393,2012-01-28,Springer,2012,1,Not Holiday,Sat,Holiday,Clear,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,775,3248,4023
394,2012-01-29,Springer,2012,1,Not Holiday,Sun,Holiday,Clear,11.5825,13.63605,31.125000000000004,16.08335,558,2685,3243
395,2012-01-30,Springer,2012,1,Not Holiday,Mon,Working Day,Clear,11.035847,13.13125,40.0833,14.458064,126,3498,3624
396,2012-01-31,Springer,2012,1,Not Holiday,Tue,Working Day,Clear,15.99,19.06585,41.6667,17.541739,324,4185,4509
397,2012-02-01,Springer,2012,2,Not Holiday,Wed,Working Day,Clear,19.235847,23.326900000000002,50.79169999999999,12.667489000000002,304,4275,4579
398,2012-02-02,Springer,2012,2,Not Holiday,Thu,Working Day,Mist + Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761
399,2012-02-03,Springer,2012,2,Not Holiday,Fri,Working Day,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151
400,2012-02-04,Springer,2012,2,Not Holiday,Sat,Holiday,Mist + Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832
401,2012-02-05,Springer,2012,2,Not Holiday,Sun,Holiday,Mist + Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947
402,2012-02-06,Springer,2012,2,Not Holiday,Mon,Working Day,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784
403,2012-02-07,Springer,2012,2,Not Holiday,Tue,Working Day,Clear,14.520847,18.0552,49.625,9.874393000000001,199,4176,4375
404,2012-02-08,Springer,2012,2,Not Holiday,Wed,Working Day,Mist + Cloudy,10.523347,13.321050000000001,72.2917,8.959307,109,2693,2802
405,2012-02-09,Springer,2012,2,Not Holiday,Thu,Working Day,Clear,10.865,13.0994,56.2083,13.000478999999999,163,3667,3830
406,2012-02-10,Springer,2012,2,Not Holiday,Fri,Working Day,Mist + Cloudy,11.514153,14.6779,54.0,7.834243000000001,227,3604,3831
407,2012-02-11,Springer,2012,2,Not Holiday,Sat,Holiday,Light Snow,9.190847,10.54335,73.125,19.416332,192,1977,2169
408,2012-02-12,Springer,2012,2,Not Holiday,Sun,Holiday,Clear,5.2275,5.0828999999999995,46.4583,27.417204,73,1456,1529
409,2012-02-13,Springer,2012,2,Not Holiday,Mon,Working Day,Clear,9.1225,11.39565,41.125,11.207961,94,3328,3422
410,2012-02-14,Springer,2012,2,Not Holiday,Tue,Working Day,Mist + Cloudy,13.085847,16.697300000000002,50.875,9.458993,135,3787,3922
411,2012-02-15,Springer,2012,2,Not Holiday,Wed,Working Day,Clear,14.281653,17.58145,53.125,12.167200000000001,141,4028,4169
412,2012-02-16,Springer,2012,2,Not Holiday,Thu,Working Day,Mist + Cloudy,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,74,2931,3005
413,2012-02-17,Springer,2012,2,Not Holiday,Fri,Working Day,Clear,14.076653,17.58145,63.4583,13.791682,349,3805,4154
414,2012-02-18,Springer,2012,2,Not Holiday,Sat,Holiday,Clear,14.213347,17.77125,53.4583,12.792243,1435,2883,4318
415,2012-02-19,Springer,2012,2,Not Holiday,Sun,Holiday,Mist + Cloudy,11.48,13.2894,51.5833,16.958504,618,2071,2689
416,2012-02-20,Springer,2012,2,Holiday,Mon,Holiday,Clear,11.48,13.66955,50.7826,15.348561,502,2627,3129
417,2012-02-21,Springer,2012,2,Not Holiday,Tue,Working Day,Clear,11.800866000000001,14.755650000000001,59.434799999999996,13.783039,163,3614,3777
418,2012-02-22,Springer,2012,2,Not Holiday,Wed,Working Day,Clear,16.229153,19.63335,56.7917,15.709557,394,4379,4773
419,2012-02-23,Springer,2012,2,Not Holiday,Thu,Working Day,Clear,18.620846999999998,22.2223,55.45830000000001,12.791171,516,4546,5062
420,2012-02-24,Springer,2012,2,Not Holiday,Fri,Working Day,Mist + Cloudy,16.7075,20.54855,73.75,15.916989,246,3241,3487
421,2012-02-25,Springer,2012,2,Not Holiday,Sat,Holiday,Clear,11.924153,12.78375,39.5833,28.250014,317,2415,2732
422,2012-02-26,Springer,2012,2,Not Holiday,Sun,Holiday,Clear,11.445847,13.4154,41.0,13.750342999999999,515,2874,3389
423,2012-02-27,Springer,2012,2,Not Holiday,Mon,Working Day,Clear,15.033347000000001,17.8977,49.0833,17.958211000000002,253,4069,4322
424,2012-02-28,Springer,2012,2,Not Holiday,Tue,Working Day,Clear,14.725847,17.67625,39.5833,12.958939,229,4134,4363
425,2012-02-29,Springer,2012,2,Not Holiday,Wed,Working Day,Mist + Cloudy,14.118267999999999,17.4235,80.4783,12.000839,65,1769,1834
426,2012-03-01,Springer,2012,3,Not Holiday,Thu,Working Day,Clear,19.919153,23.768549999999998,61.5417,15.208129,325,4665,4990
427,2012-03-02,Springer,2012,3,Not Holiday,Fri,Working Day,Mist + Cloudy,14.486653,17.9921,65.7083,9.708568,246,2948,3194
428,2012-03-03,Springer,2012,3,Not Holiday,Sat,Holiday,Mist + Cloudy,16.980847,20.6746,62.125,10.792293,956,3110,4066
429,2012-03-04,Springer,2012,3,Not Holiday,Sun,Holiday,Clear,13.359153,15.15105,40.3333,22.416257,710,2713,3423
430,2012-03-05,Springer,2012,3,Not Holiday,Mon,Working Day,Clear,9.976652999999999,12.05855,50.625,15.333486,203,3130,3333
431,2012-03-06,Springer,2012,3,Not Holiday,Tue,Working Day,Clear,10.591652999999999,12.752099999999999,45.6667,13.458625,221,3735,3956
432,2012-03-07,Springer,2012,3,Not Holiday,Wed,Working Day,Clear,16.570847,19.255,51.3333,23.167193,432,4484,4916
433,2012-03-08,Springer,2012,3,Not Holiday,Thu,Working Day,Clear,21.627499999999998,26.230199999999996,56.75,29.584721,486,4896,5382
434,2012-03-09,Springer,2012,3,Not Holiday,Fri,Working Day,Mist + Cloudy,16.844153,19.85415,40.708299999999994,27.7916,447,4122,4569
435,2012-03-10,Springer,2012,3,Not Holiday,Sat,Holiday,Clear,11.7875,13.888349999999999,35.0417,15.125250000000001,968,3150,4118
436,2012-03-11,Springer,2012,3,Not Holiday,Sun,Holiday,Clear,14.831299,17.9835,47.6957,14.913329000000001,1658,3253,4911
437,2012-03-12,Springer,2012,3,Not Holiday,Mon,Working Day,Clear,19.133347,22.9796,48.9167,13.916771,838,4460,5298
438,2012-03-13,Springer,2012,3,Not Holiday,Tue,Working Day,Clear,23.165,27.14645,61.75000000000001,15.87565,762,5085,5847
439,2012-03-14,Springer,2012,3,Not Holiday,Wed,Working Day,Clear,23.4725,27.43085,50.708299999999994,7.709154,997,5315,6312
440,2012-03-15,Springer,2012,3,Not Holiday,Thu,Working Day,Clear,22.857499999999998,26.64125,57.958299999999994,10.042161,1005,5187,6192
441,2012-03-16,Springer,2012,3,Not Holiday,Fri,Working Day,Mist + Cloudy,17.869153,21.81145,84.20830000000001,7.583864,548,3830,4378
442,2012-03-17,Springer,2012,3,Not Holiday,Sat,Holiday,Mist + Cloudy,21.080847000000002,25.252299999999998,75.5833,7.417168,3155,4681,7836
443,2012-03-18,Springer,2012,3,Not Holiday,Sun,Holiday,Mist + Cloudy,19.3725,23.200000000000003,81.0,8.501161,2207,3685,5892
444,2012-03-19,Springer,2012,3,Not Holiday,Mon,Working Day,Clear,22.345000000000002,26.64105,72.875,10.875238999999999,982,5171,6153
445,2012-03-20,Springer,2012,3,Not Holiday,Tue,Working Day,Clear,22.994153,26.926650000000002,80.7917,8.125157,1051,5042,6093
446,2012-03-21,Summer,2012,3,Not Holiday,Wed,Working Day,Mist + Cloudy,21.798347,25.6629,82.125,6.000406099999999,1122,5108,6230
447,2012-03-22,Summer,2012,3,Not Holiday,Thu,Working Day,Clear,22.720847,26.57835,83.125,7.876654,1334,5537,6871
448,2012-03-23,Summer,2012,3,Not Holiday,Fri,Working Day,Mist + Cloudy,24.668346999999997,28.50335,69.41669999999999,7.7921000000000005,2469,5893,8362
449,2012-03-24,Summer,2012,3,Not Holiday,Sat,Holiday,Mist + Cloudy,20.6025,24.336650000000002,88.5417,12.916461,1033,2339,3372
450,2012-03-25,Summer,2012,3,Not Holiday,Sun,Holiday,Mist + Cloudy,17.9375,21.874399999999998,88.0833,14.791924999999999,1532,3464,4996
451,2012-03-26,Summer,2012,3,Not Holiday,Mon,Working Day,Clear,18.279153,21.9375,47.7917,25.917007,795,4763,5558
452,2012-03-27,Summer,2012,3,Not Holiday,Tue,Working Day,Clear,13.256653,15.7827,28.999999999999996,12.541864,531,4571,5102
453,2012-03-28,Summer,2012,3,Not Holiday,Wed,Working Day,Clear,19.850847,23.5475,48.125,19.541957,674,5024,5698
454,2012-03-29,Summer,2012,3,Not Holiday,Thu,Working Day,Clear,20.260847000000002,24.1152,43.9167,21.41655,834,5299,6133
455,2012-03-30,Summer,2012,3,Not Holiday,Fri,Working Day,Mist + Cloudy,15.17,18.78105,58.0833,9.250489,796,4663,5459
456,2012-03-31,Summer,2012,3,Not Holiday,Sat,Holiday,Mist + Cloudy,17.390847,21.0854,73.83330000000001,16.791338999999997,2301,3934,6235
457,2012-04-01,Summer,2012,4,Not Holiday,Sun,Holiday,Mist + Cloudy,17.459153,20.86435,67.625,11.541889,2347,3694,6041
458,2012-04-02,Summer,2012,4,Not Holiday,Mon,Working Day,Clear,17.790433,21.37565,50.4348,20.913313,1208,4728,5936
459,2012-04-03,Summer,2012,4,Not Holiday,Tue,Working Day,Clear,19.133347,23.07415,39.6667,6.708911,1348,5424,6772
460,2012-04-04,Summer,2012,4,Not Holiday,Wed,Working Day,Clear,22.208347,26.6725,46.958299999999994,12.125325,1058,5378,6436
461,2012-04-05,Summer,2012,4,Not Holiday,Thu,Working Day,Clear,17.835,21.55815,37.416700000000006,14.708443,1192,5265,6457
462,2012-04-06,Summer,2012,4,Not Holiday,Fri,Working Day,Clear,16.536653,19.538349999999998,37.7083,20.125996,1807,4653,6460
463,2012-04-07,Summer,2012,4,Not Holiday,Sat,Holiday,Clear,17.9375,21.306449999999998,25.4167,18.416356999999998,3252,3605,6857
464,2012-04-08,Summer,2012,4,Not Holiday,Sun,Holiday,Clear,20.5,24.62125,27.5833,15.583931999999999,2230,2939,5169
465,2012-04-09,Summer,2012,4,Not Holiday,Mon,Working Day,Clear,20.055847,23.8319,31.75,23.999132,905,4680,5585
466,2012-04-10,Summer,2012,4,Not Holiday,Tue,Working Day,Clear,18.313347,21.81165,43.5,16.708125000000003,819,5099,5918
467,2012-04-11,Summer,2012,4,Not Holiday,Wed,Working Day,Clear,14.296536,16.8637,46.9565,19.783358,482,4380,4862
468,2012-04-12,Summer,2012,4,Not Holiday,Thu,Working Day,Clear,16.2975,19.3802,46.625,19.458743,663,4746,5409
469,2012-04-13,Summer,2012,4,Not Holiday,Fri,Working Day,Clear,18.142500000000002,21.590400000000002,40.8333,10.416557,1252,5146,6398
470,2012-04-14,Summer,2012,4,Not Holiday,Sat,Holiday,Clear,20.294999999999998,24.3998,50.29169999999999,12.791439,2795,4665,7460
471,2012-04-15,Summer,2012,4,Not Holiday,Sun,Holiday,Clear,24.873347,28.69375,50.79169999999999,15.083643,2846,4286,7132
472,2012-04-16,Summer,2012,4,Holiday,Mon,Holiday,Clear,27.230846999999997,30.746250000000003,56.166700000000006,19.083543,1198,5172,6370
473,2012-04-17,Summer,2012,4,Not Holiday,Tue,Working Day,Clear,24.941653000000002,29.92435,39.0417,18.333143,989,5702,6691
474,2012-04-18,Summer,2012,4,Not Holiday,Wed,Working Day,Mist + Cloudy,18.996653,22.8519,56.9167,11.250104,347,4020,4367
475,2012-04-19,Summer,2012,4,Not Holiday,Thu,Working Day,Clear,20.431653,24.6523,61.25000000000001,4.417256399999999,846,5719,6565
476,2012-04-20,Summer,2012,4,Not Holiday,Fri,Working Day,Clear,21.593347,25.78875,69.4583,10.041357,1340,5950,7290
477,2012-04-21,Summer,2012,4,Not Holiday,Sat,Holiday,Clear,23.369999999999997,27.14605,68.2917,19.000328999999997,2541,4083,6624
478,2012-04-22,Summer,2012,4,Not Holiday,Sun,Holiday,Light Snow,16.263347,19.4752,83.54169999999999,23.084582,120,907,1027
479,2012-04-23,Summer,2012,4,Not Holiday,Mon,Working Day,Mist + Cloudy,13.188346999999998,15.056249999999999,76.66669999999999,20.334232,195,3019,3214
480,2012-04-24,Summer,2012,4,Not Holiday,Tue,Working Day,Clear,16.946653,20.26415,45.4167,16.708661,518,5115,5633
481,2012-04-25,Summer,2012,4,Not Holiday,Wed,Working Day,Clear,19.543347,23.51585,42.7917,7.959064,655,5541,6196
482,2012-04-26,Summer,2012,4,Not Holiday,Thu,Working Day,Mist + Cloudy,20.431653,24.17915,75.66669999999999,11.833875,475,4551,5026
483,2012-04-27,Summer,2012,4,Not Holiday,Fri,Working Day,Clear,18.7575,22.63185,40.0833,23.291411,1014,5219,6233
484,2012-04-28,Summer,2012,4,Not Holiday,Sat,Holiday,Mist + Cloudy,15.443347,18.8752,48.9583,8.708325,1120,3100,4220
485,2012-04-29,Summer,2012,4,Not Holiday,Sun,Holiday,Clear,18.791653,22.50605,58.7083,7.8328359999999995,2229,4075,6304
486,2012-04-30,Summer,2012,4,Not Holiday,Mon,Working Day,Mist + Cloudy,19.030847,22.8848,56.99999999999999,11.499746,665,4907,5572
487,2012-05-01,Summer,2012,5,Not Holiday,Tue,Working Day,Mist + Cloudy,25.146653,28.85105,65.95830000000001,10.458432,653,5087,5740
488,2012-05-02,Summer,2012,5,Not Holiday,Wed,Working Day,Clear,23.130847,26.894800000000004,79.7083,9.249885999999998,667,5502,6169
489,2012-05-03,Summer,2012,5,Not Holiday,Thu,Working Day,Mist + Cloudy,22.96,26.862099999999998,76.83330000000001,8.957632,764,5657,6421
490,2012-05-04,Summer,2012,5,Not Holiday,Fri,Working Day,Clear,25.7275,29.54585,73.54169999999999,10.916846,1069,5227,6296
491,2012-05-05,Summer,2012,5,Not Holiday,Sat,Holiday,Mist + Cloudy,25.488346999999997,29.2304,75.66669999999999,10.250464,2496,4387,6883
492,2012-05-06,Summer,2012,5,Not Holiday,Sun,Holiday,Mist + Cloudy,23.0625,27.336850000000002,74.0,10.041893,2135,4224,6359
493,2012-05-07,Summer,2012,5,Not Holiday,Mon,Working Day,Mist + Cloudy,22.037499999999998,26.3571,66.41669999999999,15.458307000000001,1008,5265,6273
494,2012-05-08,Summer,2012,5,Not Holiday,Tue,Working Day,Mist + Cloudy,23.848347,27.87355,68.58330000000001,19.833942999999998,738,4990,5728
495,2012-05-09,Summer,2012,5,Not Holiday,Wed,Working Day,Mist + Cloudy,23.575,27.65125,74.4167,14.499604,620,4097,4717
496,2012-05-10,Summer,2012,5,Not Holiday,Thu,Working Day,Clear,20.739152999999998,24.58915,55.2083,21.042220999999998,1026,5546,6572
497,2012-05-11,Summer,2012,5,Not Holiday,Fri,Working Day,Clear,21.866653,26.04165,36.0417,15.874779,1319,5711,7030
498,2012-05-12,Summer,2012,5,Not Holiday,Sat,Holiday,Clear,23.130847,27.24085,48.0417,8.249911,2622,4807,7429
499,2012-05-13,Summer,2012,5,Not Holiday,Sun,Holiday,Clear,25.1125,29.2619,57.62500000000001,15.082839,2172,3946,6118
500,2012-05-14,Summer,2012,5,Not Holiday,Mon,Working Day,Mist + Cloudy,23.506653,27.495000000000005,78.95830000000001,14.250364,342,2501,2843
501,2012-05-15,Summer,2012,5,Not Holiday,Tue,Working Day,Mist + Cloudy,25.078346999999997,28.8202,79.45830000000001,9.875264,625,4490,5115
502,2012-05-16,Summer,2012,5,Not Holiday,Wed,Working Day,Clear,26.103347,29.798750000000002,69.7917,8.208304,991,6433,7424
503,2012-05-17,Summer,2012,5,Not Holiday,Thu,Working Day,Clear,24.326653,28.630650000000003,52.0,15.374825000000001,1242,6142,7384
504,2012-05-18,Summer,2012,5,Not Holiday,Fri,Working Day,Clear,23.130847,27.55605,52.33330000000001,9.166739,1521,6118,7639
505,2012-05-19,Summer,2012,5,Not Holiday,Sat,Holiday,Clear,24.599999999999998,28.345399999999998,45.625,5.626325,3410,4884,8294
506,2012-05-20,Summer,2012,5,Not Holiday,Sun,Holiday,Clear,25.454152999999998,29.19835,53.041700000000006,17.042589,2704,4425,7129
507,2012-05-21,Summer,2012,5,Not Holiday,Mon,Working Day,Mist + Cloudy,24.531653,28.283350000000002,81.125,15.624668,630,3729,4359
508,2012-05-22,Summer,2012,5,Not Holiday,Tue,Working Day,Mist + Cloudy,25.215,29.04125,76.5833,7.917189,819,5254,6073
509,2012-05-23,Summer,2012,5,Not Holiday,Wed,Working Day,Mist + Cloudy,25.488346999999997,29.230600000000003,77.45830000000001,6.834,766,4494,5260
510,2012-05-24,Summer,2012,5,Not Holiday,Thu,Working Day,Clear,26.855,30.335,71.6667,11.584031999999999,1059,5711,6770
511,2012-05-25,Summer,2012,5,Not Holiday,Fri,Working Day,Clear,27.880000000000003,31.37645,74.70830000000001,9.41685,1417,5317,6734
512,2012-05-26,Summer,2012,5,Not Holiday,Sat,Holiday,Clear,28.392500000000002,32.134800000000006,73.25,13.332464,2855,3681,6536
513,2012-05-27,Summer,2012,5,Not Holiday,Sun,Holiday,Clear,28.29,32.07125,69.7083,14.416457,3283,3308,6591
514,2012-05-28,Summer,2012,5,Holiday,Mon,Holiday,Clear,29.212500000000002,33.965,67.625,13.166907,2557,3486,6043
515,2012-05-29,Summer,2012,5,Not Holiday,Tue,Working Day,Clear,29.622500000000002,33.6496,68.45830000000001,19.7918,880,4863,5743
516,2012-05-30,Summer,2012,5,Not Holiday,Wed,Working Day,Mist + Cloudy,26.923347,30.55645,67.0,9.000043,745,6110,6855
517,2012-05-31,Summer,2012,5,Not Holiday,Thu,Working Day,Clear,27.880000000000003,31.566450000000003,49.2917,13.083693,1100,6238,7338
518,2012-06-01,Summer,2012,6,Not Holiday,Fri,Working Day,Mist + Cloudy,26.820847,30.3981,75.5417,15.916720999999999,533,3594,4127
519,2012-06-02,Summer,2012,6,Not Holiday,Sat,Holiday,Clear,23.916653,28.3144,54.9167,12.499654,2795,5325,8120
520,2012-06-03,Summer,2012,6,Not Holiday,Sun,Holiday,Clear,24.7025,28.75665,49.3333,12.333829,2494,5147,7641
521,2012-06-04,Summer,2012,6,Not Holiday,Mon,Working Day,Clear,24.497500000000002,28.91415,48.7083,19.083811,1071,5927,6998
522,2012-06-05,Summer,2012,6,Not Holiday,Tue,Working Day,Mist + Cloudy,22.174153,26.294600000000003,61.3333,14.041525,968,6033,7001
523,2012-06-06,Summer,2012,6,Not Holiday,Wed,Working Day,Clear,22.720847,27.1146,61.12499999999999,5.167375,1027,6028,7055
524,2012-06-07,Summer,2012,6,Not Holiday,Thu,Working Day,Clear,24.7025,28.4721,56.7083,10.542449999999999,1038,6456,7494
525,2012-06-08,Summer,2012,6,Not Holiday,Fri,Working Day,Clear,26.615847000000002,29.8931,46.791700000000006,11.750661000000001,1488,6248,7736
526,2012-06-09,Summer,2012,6,Not Holiday,Sat,Holiday,Clear,29.144153000000003,32.418350000000004,43.7083,9.667229,2708,4790,7498
527,2012-06-10,Summer,2012,6,Not Holiday,Sun,Holiday,Clear,29.793346999999997,33.175850000000004,53.833299999999994,8.959307,2224,4374,6598
528,2012-06-11,Summer,2012,6,Not Holiday,Mon,Working Day,Mist + Cloudy,29.554153,32.98605,58.791700000000006,13.916771,1017,5647,6664
529,2012-06-12,Summer,2012,6,Not Holiday,Tue,Working Day,Mist + Cloudy,26.786653,29.89375,83.3333,14.374581999999998,477,4495,4972
530,2012-06-13,Summer,2012,6,Not Holiday,Wed,Working Day,Clear,26.889153,30.55585,58.2083,22.999693,1173,6248,7421
531,2012-06-14,Summer,2012,6,Not Holiday,Thu,Working Day,Clear,26.581653000000003,31.219150000000003,56.958299999999994,17.000111,1180,6183,7363
532,2012-06-15,Summer,2012,6,Not Holiday,Fri,Working Day,Clear,26.205847000000002,29.9877,58.958299999999994,11.833339,1563,6102,7665
533,2012-06-16,Summer,2012,6,Not Holiday,Sat,Holiday,Clear,25.898346999999998,29.735400000000002,50.416700000000006,11.166689,2963,4739,7702
534,2012-06-17,Summer,2012,6,Not Holiday,Sun,Holiday,Clear,24.2925,28.59875,59.875,9.708568,2634,4344,6978
535,2012-06-18,Summer,2012,6,Not Holiday,Mon,Working Day,Mist + Cloudy,23.301652999999998,27.2421,77.79169999999999,11.707982000000001,653,4446,5099
536,2012-06-19,Summer,2012,6,Not Holiday,Tue,Working Day,Clear,28.221653,32.7346,69.0,9.917139,968,5857,6825
537,2012-06-20,Summer,2012,6,Not Holiday,Wed,Working Day,Clear,32.082499999999996,36.04875,59.2083,7.625404,872,5339,6211
538,2012-06-21,Fall,2012,6,Not Holiday,Thu,Working Day,Clear,33.039153,37.6271,56.7917,7.958729,778,5127,5905
539,2012-06-22,Fall,2012,6,Not Holiday,Fri,Working Day,Clear,31.877499999999998,36.20605,57.375,12.250414000000001,964,4859,5823
540,2012-06-23,Fall,2012,6,Not Holiday,Sat,Holiday,Clear,29.998347,32.6396,53.4583,12.041307,2657,4801,7458
541,2012-06-24,Fall,2012,6,Not Holiday,Sun,Holiday,Clear,30.476653000000002,33.7127,47.9167,9.750174999999999,2551,4340,6891
542,2012-06-25,Fall,2012,6,Not Holiday,Mon,Working Day,Clear,29.349153,32.7021,50.416700000000006,20.125661,1139,5640,6779
543,2012-06-26,Fall,2012,6,Not Holiday,Tue,Working Day,Clear,25.864152999999998,29.7352,37.3333,23.292014,1077,6365,7442
544,2012-06-27,Fall,2012,6,Not Holiday,Wed,Working Day,Clear,28.5975,32.0396,36.0,18.208925,1077,6258,7335
545,2012-06-28,Fall,2012,6,Not Holiday,Thu,Working Day,Clear,30.715847,33.7756,42.25,11.50055,921,5958,6879
546,2012-06-29,Fall,2012,6,Not Holiday,Fri,Working Day,Clear,34.200847,39.33065,48.875,11.082939000000001,829,4634,5463
547,2012-06-30,Fall,2012,6,Not Holiday,Sat,Holiday,Clear,31.365000000000002,34.3754,60.12499999999999,10.791756999999999,1455,4232,5687
